"County","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070"
"OCONEE",79138.7137714,79639.4275432,80140.1413147,80640.8550865,81141.5688581,81558.65631,81975.7437617,82392.8312136,82809.91866550001,83227.0061175,83536.4082292,83845.8103406,84155.2124524,84464.6145637,84774.0166757,84981.6216803,85189.2266851,85396.83169,85764.95627344707,86133.08085689413,86501.20544034119,86869.33002378825,87237.4546072353,87605.57919068236,87973.70377412942,88341.82835757648,88709.95294102354,89078.0775244706,89446.20210791766,89814.32669136472,90182.45127481178,90550.57585825883,90918.70044170589,91286.82502515295,91654.94960860001,92023.07419204708,92391.19877549414,92759.3233589412,93127.44794238826,93495.5725258353,93863.69710928237,94231.82169272943,94599.94627617649,94968.07085962355,95336.19544307061,95704.32002651767,96072.44460996473,96440.5691934118,96808.69377685884,97176.8183603059
"ORANGEBURG",82935.3089105,81912.6178208,80889.9267312,79867.2356415,78844.544552,77823.8034399,76803.0623276,75782.32121539999,74761.5801032,73740.8389912,72683.1487747,71625.4585583,70567.76834159999,69510.0781253,68452.3879089,67364.3790273,66276.3701454,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264,65188.361264
"PICKENS",133779.1345844,135956.2691684,138133.4037529,140310.5383376,142487.6729221,144872.6260366,147257.579151,149642.5322653,152027.4853795,154412.4384942,156817.4328777,159222.4272602,161627.4216436,164032.4160261,166437.4104105,168929.8621087,171422.3138069,173914.7655058,176275.6849717647,178636.6044377294,180997.52390369412,183358.4433696588,185719.36283562353,188080.28230158825,190441.20176755294,192802.12123351765,195163.04069948234,197523.96016544706,199884.87963141175,202245.79909737647,204606.7185633412,206967.63802930588,209328.5574952706,211689.47696123528,214050.3964272,216411.31589316472,218772.2353591294,221133.15482509413,223494.07429105882,225854.99375702353,228215.91322298825,230576.83268895294,232937.75215491766,235298.67162088235,237659.59108684707,240020.5105528118,242381.43001877647,244742.3494847412,247103.26895070588,249464.1884166706
"RICHLAND",418090.7709237,419654.5418466,421218.3127723,422782.083693,424345.8546189,425799.9641324,427254.0736478,428708.1831663,430162.2926848,431616.4022003,432578.8648995,433541.3275972,434503.7902989,435466.2529967,436428.7156965,436992.0411243,437555.3665521,438118.6919779,439296.8049810882,440474.9179842764,441653.0309874647,442831.1439906529,444009.25699384115,445187.36999702937,446365.48300021765,447543.59600340587,448721.7090065941,449899.8220097823,451077.9350129706,452256.0480161588,453434.161019347,454612.27402253525,455790.38702572347,456968.50002891175,458146.61303209997,459324.7260352882,460502.8390384764,461680.9520416647,462859.0650448529,464037.1780480411,465215.29105122935,466393.4040544176,467571.51705760584,468749.63006079406,469927.7430639823,471105.8560671705,472283.9690703588,473462.082073547,474640.1950767352,475818.3080799235
"SALUDA",18565.67605692,18301.35211412,18037.02817119,17772.70422821,17508.38028542,17242.5736167,16976.766948110002,16710.96027952,16445.15361112,16179.34694256,15915.54746853,15651.74799457,15387.94852066,15124.14904667,14860.34957267,14600.11192095,14339.87426929,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757,14079.63661757
"SPARTANBURG",336353.8071001,343343.6141983,350333.4212985,357323.2283966,364313.0354947,371890.6760385,379468.3165833,387045.9571261,394623.5976688,402201.2382146,410340.6829285,418480.1276405,426619.5723554,434759.0170679,442898.4617814,451681.933469,460465.4051566,469248.8768463,477066.2338901941,484883.5909340882,492700.94797798235,500518.30502187647,508335.66206577054,516153.01910966466,523970.3761535588,531787.733197453,539605.090241347,547422.4472852411,555239.8043291352,563057.1613730293,570874.5184169235,578691.8754608176,586509.2325047117,594326.5895486058,602143.9465925,609961.3036363941,617778.6606802882,625596.0177241823,633413.3747680765,641230.7318119705,649048.0888558647,656865.4458997587,664682.802943653,672500.159987547,680317.5170314411,688134.8740753352,695952.2311192293,703769.5881631235,711586.9452070176,719404.3022509117
"SUMTER",104944.8764009,104472.7528021,104000.629203,103528.50560419999,103056.3820051,102504.3890829,101952.3961608,101400.4032385,100848.4103164,100296.4173942,99678.9059807,99061.3945665,98443.8831528,97826.3717391,97208.8603255,96513.6779382,95818.4955513,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164,95123.313164
"UNION",27030.5594076,26913.11881539,26795.67822289,26678.23763049,26560.79703828,26425.03051011,26289.26398195,26153.49745387,26017.7309259,25881.96439794,25722.19304319,25562.42168875,25402.650333999998,25242.87897946,25083.10762482,24917.21874235,24751.32985999,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761,24585.44097761
"WILLIAMSBURG",30586.65704268,30271.31408525,29955.97112812,29640.628170699998,29325.28521337,28977.44276495,28629.60031624,28281.75786776,27933.91541919,27586.072970920002,27212.02019883,26837.96742715,26463.91465516,26089.86188338,25715.809111489998,25323.5267258,24931.2443401,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545,24538.9619545
"YORK",291078.1106771,298257.2213572,305436.3320333,312615.4427064,319794.5533878,327594.0599967,335393.5666094,343193.0732203,350992.579833,358792.0864459,367081.1039321,375370.1214233,383659.1389145,391948.1564037,400237.1738899,409075.5380825,417913.9022732,426752.2664678,434733.0991613706,442713.9318549412,450694.76454851177,458675.59724208235,466656.42993565294,474637.2626292235,482618.09532279416,490598.9280163647,498579.76070993533,506560.59340350586,514541.4260970765,522522.2587906471,530503.0914842177,538483.9241777882,546464.7568713588,554445.5895649295,562426.4222585,570407.2549520705,578388.0876456412,586368.9203392118,594349.7530327823,602330.585726353,610311.4184199235,618292.2511134942,626273.0838070647,634253.9165006353,642234.7491942059,650215.5818877765,658196.414581347,666177.2472749177,674158.0799684883,682138.9126620588
"SOUTH CAROLINA",5177873.55461345,5225018.10923889,5272162.66384974,5319307.21845912,5366451.77308482,5413509.7398138,5460567.7065523,5507625.67330285,5554683.64003719,5601741.60678053,5646962.34354497,5692183.08028725,5737403.81704663,5782624.55380572,5827845.2905527195,5872152.90261738,5916460.51466477,5960768.12671439,6006820.74860268,6052873.370490971,6098925.992379261,6144978.614267552,6191031.236155842,6237083.8580441335,6283136.479932424,6329189.101820715,6375241.723709005,6421294.345597296,6467346.967485586,6513399.589373877,6559452.211262167,6605504.833150458,6651557.455038749,6697610.07692704,6743662.69881533,6789715.32070362,6835767.942591911,6881820.564480201,6927873.186368492,6973925.808256783,7019978.430145074,7066031.052033364,7112083.673921655,7158136.295809945,7204188.917698236,7250241.539586526,7296294.1614748165,7342346.783363108,7388399.405251399,7434452.027139689
